doc_id,self_order_medical_specialist,clustering_medical_specialist,self_order_llm,clustering_llm,self_order_groups_medical_specialist,self_order_groups_llm
7a3886be-7e7c-4e14-b6cf-072ffe796d6d,1,0.78,2.0,0.6,physical:2; history:1; epidemiology:2; etiology:2; pathophysiology:1; physical:2; therapeutic:2,pathophysiology:3; etiology:2; epidemiology:2; pathophysiology:1; history:1; physical:1; pathophysiology:1; therapeutic:2;
5440faac-6ff5-4e2d-a48f-f5553f827807,6,0.38,2.0,0.7536231884057971,pathophysiology:1; physical:2; epidemiology:3; etiology:4; pathophysiology:1; physical:1; history:2; physical:1; history:1; physical:1; exams:1; pathophysiology:1; history:1,pathophysiology:3; etiology:4; history:3; physical:1; history:4; pathophysiology:1; therapeutic:1;
46423d41-ca91-4be6-a5c4-58f3f553a2d4,3,0.77,1.0,0.859375,physical:1; physical:1; pathophysiology:2; physical:1; history:5; physical:1; epidemiology:1; etiology:1; exams:2; therapeutic:3,history:7; physical:1; history:1; etiology:1; epidemiology:1; exams:1; therapeutic:4; pathophysiology:2;
fbc7a0cb-4210-41f5-a2b2-a95b9e74a6f4,3,0.27,2.0,0.4444444444444445,pathophysiology:2; physical:3; pathophysiology:2; physical:1; history:1; pathophysiology:1; epidemiology:1,pathophysiology:2; physical:3; pathophysiology:2; physical:1; history:1; epidemiology:1;
fc838849-467c-441d-ad1c-191ea8fcd129,1,0.92,4.0,0.6942675159235668,epidemiology:4; etiology:1; pathophysiology:2; physical:8; history:5; physical:6,epidemiology:3; etiology:2; pathophysiology:2; physical:3; pathophysiology:1; physical:3; pathophysiology:1; history:4; physical:5;
f6cb9773-9a81-499c-85c7-3cebe935b930,4,0.57,0.0,1.0,etiology:1; epidemiology:1; etiology:1; pathophysiology:1; epidemiology:1; physical:2; exams:3; physical:4; exams:5,etiology:3; epidemiology:1; pathophysiology:2; exams:4; physical:9;
a46078b6-d33e-4056-853c-c23440be1baa,5,0.59,5.0,0.6129032258064516,history:1; exams:1; physical:2; etiology:2; epidemiology:2; physical:1; exams:1; history:3; differential:1; therapeutic:1; history:1; therapeutic:7,history:2; physical:1; exams:2; pathophysiology:2; etiology:2; epidemiology:1; pathophysiology:1; exams:1; history:2; physical:2; differential:1; history:3; therapeutic:4;
0e20a132-80f5-433b-9e97-e3886852de51,2,0.61,4.0,0.5072463768115941,pathophysiology:1; epidemiology:1; etiology:1; pathophysiology:1; physical:2; pathophysiology:1; history:6,etiology:1; epidemiology:1; pathophysiology:1; etiology:1; epidemiology:1; pathophysiology:3; history:7; exams:1; pathophysiology:1;
6531b387-0d29-4450-9858-864bfdd46066,5,0.64,1.0,0.9428571428571428,pathophysiology:4; history:1; epidemiology:2; pathophysiology:1; epidemiology:7; pathophysiology:6; history:2; pathophysiology:1; therapeutic:2,pathophysiology:2; etiology:8; epidemiology:6; pathophysiology:6; history:3; therapeutic:3;
42064bdf-b259-4bb6-b311-3290c2192ba7,4,0.56,3.0,0.5631067961165048,exams:1; exams:1; exams:1; pathophysiology:2; epidemiology:2; etiology:1; history:2; physical:1; exams:2; physical:1; history:1,exams:3; pathophysiology:2; etiology:1; epidemiology:1; history:1; physical:4; exams:1; pathophysiology:1; history:1;
a6763443-9dad-48b4-82ab-a31b0b5e0398,1,0.79,3.0,0.6625,physical:2; epidemiology:1; etiology:3; therapeutic:2; physical:1; exams:1; history:2,history:1; pathophysiology:2; etiology:4; epidemiology:4; therapeutic:1; physical:2; history:1; exams:1; history:1; physical:1;
a03d321f-5346-4d85-9bc5-6e5f5d1d6f87,3,0.72,3.0,0.7162162162162162,exams:1; epidemiology:2; etiology:2; history:2; exams:1; therapeutic:8; physical:1; pathophysiology:2; history:2; therapeutic:1,history:1; exams:1; etiology:2; epidemiology:2; history:3; therapeutic:6; physical:1; pathophysiology:3; history:1; therapeutic:1;
318db1c1-5d05-4ff7-b070-27423a04e2c3,8,0.54,9.0,0.3706293706293706,exams:1; etiology:2; physical:2; pathophysiology:2; etiology:1; history:3; physical:1; pathophysiology:2; history:1; therapeutic:3; history:3; therapeutic:5; pathophysiology:2; history:2; therapeutic:2,pathophysiology:2; etiology:1; pathophysiology:2; etiology:1; pathophysiology:1; etiology:1; pathophysiology:1; history:2; pathophysiology:1; history:1; therapeutic:1; history:8; pathophysiology:1; therapeutic:4;
1304575a-bd11-468e-8fd6-9a6a05276c9a,4,0.68,7.0,0.34050179211469533,pathophysiology:1; pathophysiology:1; pathophysiology:1; etiology:1; epidemiology:1; history:3; exams:3; history:2; therapeutic:2; pathophysiology:2; history:2; physical:1,pathophysiology:2; etiology:1; epidemiology:1; pathophysiology:1; history:1; exams:2; pathophysiology:1; history:6; exams:1; exams:1; pathophysiology:1; therapeutic:2; pathophysiology:2; history:1;
d3c14727-6e53-4d59-8a31-0d41d5489540,6,0.45,2.0,0.7230769230769231,physical:7; history:1; exams:1; pathophysiology:1; history:1; epidemiology:1; pathophysiology:2; exams:2; physical:1; therapeutic:1; pathophysiology:2; therapeutic:1,physical:8; etiology:1; epidemiology:1; pathophysiology:2; exams:2; physical:1; pathophysiology:2; therapeutic:1;
4ad77de2-391e-4f89-aa0b-6dc1893d8d80,1,0.71,1.0,-0.2499999999999989,physical:3; pathophysiology:4; history:1; pathophysiology:2,pathophysiology:4; history:1; pathophysiology:5;
f7440c8a-d576-47bf-9d66-ec79668a5bc7,1,0.82,2.0,0.7662337662337663,physical:2; pathophysiology:2; epidemiology:1; etiology:1; history:3; physical:1; exams:3; therapeutic:1,pathophysiology:4; etiology:1; epidemiology:1; physical:4; exams:1; history:3; exams:2; pathophysiology:1; therapeutic:1;
10237b98-b11b-4ea3-988b-6601f68a0e21,0,1.00,2.0,0.6744186046511628,epidemiology:1; exams:1; history:1; therapeutic:3,pathophysiology:2; etiology:1; epidemiology:1; history:1; exams:2; history:3; pathophysiology:1; therapeutic:3;
f98e69ee-fda6-4b1c-a8a9-c20b92630cb6,5,0.48,6.0,0.2,physical:2; epidemiology:2; pathophysiology:1; physical:1; pathophysiology:3; physical:1; history:2; therapeutic:3; pathophysiology:2; history:1; therapeutic:2,epidemiology:2; etiology:1; pathophysiology:1; physical:1; pathophysiology:3; physical:1; history:1; therapeutic:1; pathophysiology:2; history:1; etiology:1; therapeutic:1;
06ce0202-7cfc-4633-94bf-ce457e4bb581,0,0/0,0.0,0.0/0.0,pathophysiology:2,pathophysiology:6;
d6f37cc2-d2ab-4b73-b55e-1f83d63f34c8,1,1.00,1.0,0.86,history:1; history:1; history:2; differential:1; therapeutic:3,history:3; exams:3; therapeutic:4; history:2; physical:2;
62a4f62c-98db-4199-8288-cb6981b508e9,0,1.00,0.0,1.0,epidemiology:4; etiology:1; pathophysiology:1; exams:3; history:1; therapeutic:3,epidemiology:3; etiology:3; pathophysiology:3; exams:3; history:1; therapeutic:2;
861a13e0-a07d-49e8-a79e-8001c0c9bbf9,1,0.88,3.0,0.764505119453925,epidemiology:3; etiology:2; exams:2; therapeutic:8; pathophysiology:1; history:1; therapeutic:4,pathophysiology:1; etiology:2; epidemiology:3; history:1; exams:3; therapeutic:5; pathophysiology:2; history:2; therapeutic:4;
e4b58dec-68d1-4cee-a8ab-e30d7ea340e0,3,0.80,3.0,0.8447412353923205,epidemiology:1; physical:2; epidemiology:1; history:5; pathophysiology:1; exams:2; history:8; pathophysiology:1; therapeutic:7,epidemiology:1; pathophysiology:2; etiology:1; epidemiology:1; history:4; exams:5; history:4; pathophysiology:6; therapeutic:7;
14323bce-7c54-4d99-ab16-79195d3e593a,0,1.00,3.0,0.6382978723404256,exams:1; history:4; epidemiology:1; physical:2; therapeutic:6,exams:1; history:3; physical:4; epidemiology:1; history:1; pathophysiology:1; therapeutic:2; pathophysiology:1; therapeutic:3;
adf4bd0e-a54a-4995-b523-a6cd0cba07b3,4,0.75,2.0,0.8440677966101695,epidemiology:2; etiology:3; epidemiology:1; pathophysiology:2; history:6; pathophysiology:4; therapeutic:1; history:1; exams:3; therapeutic:3,etiology:2; epidemiology:2; pathophysiology:2; history:5; pathophysiology:5; history:2; exams:3; therapeutic:2;
bb5aebde-b784-4b83-b9f2-21fc669d2561,3,0.50,1.0,0.7936507936507936,epidemiology:1; pathophysiology:2; physical:1; history:1; physical:2; therapeutic:1; pathophysiology:1; therapeutic:5,etiology:1; epidemiology:1; pathophysiology:2; physical:1; history:1; physical:2; therapeutic:5;
1f8ff8f6-ba38-4b2c-86a3-bd1416a2b6cc,3,0.71,4.0,0.5491329479768786,epidemiology:4; history:2; therapeutic:3; history:5; therapeutic:1; exams:1; therapeutic:4,etiology:1; epidemiology:4; history:2; therapeutic:9; history:1; history:2; history:1; exams:1; therapeutic:3; exams:1; therapeutic:1;
2b943e6a-4d65-46b6-9472-75be47d39798,0,1.00,1.0,-2.000000000000001,pathophysiology:3; history:1,pathophysiology:1; history:1; pathophysiology:1;
0b4ea258-fcf0-4cfc-ba44-b3c94966f847,3,0.52,1.0,0.7619047619047619,pathophysiology:1; pathophysiology:1; epidemiology:3; etiology:2; etiology:1; pathophysiology:1; physical:1,pathophysiology:2; etiology:2; epidemiology:2; pathophysiology:2; differential:2;
018d5c56-a434-4629-a8e7-4812c6c235ce,0,0/0,0.0,1.0,pathophysiology:2,pathophysiology:3; history:1;
07cac9ed-94fb-40d8-9f47-46d9a7acdfc4,2,-1.00,1.0,0.28571428571428564,pathophysiology:1; history:1; pathophysiology:1; history:1,pathophysiology:3; history:1; history:1;
dc304fe8-da0f-4cf2-90c1-06f1a7efdfee,0,1.00,2.0,0.44285714285714284,pathophysiology:1; history:1; epidemiology:1; therapeutic:5,pathophysiology:1; history:1; etiology:1; epidemiology:1; therapeutic:5; pathophysiology:1; pathophysiology:2; history:1;
e7b59922-c6c8-492d-99d8-44771be02489,1,1.00,0.0,1.0,pathophysiology:1; pathophysiology:2; etiology:1; history:5; therapeutic:3,pathophysiology:3; etiology:1; history:4; therapeutic:3;
ea4f8276-910e-4f7e-a2b1-6bbe1e258f82,2,0.55,2.0,0.7435897435897436,pathophysiology:5; epidemiology:1; etiology:1; pathophysiology:1; therapeutic:2; history:2; pathophysiology:1,pathophysiology:6; etiology:1; epidemiology:1; pathophysiology:3; therapeutic:3; pathophysiology:3; history:3;
3ea359a8-743a-423e-b21c-721da7bd7e3d,1,1.00,0.0,1.0,pathophysiology:1; pathophysiology:5; epidemiology:1; history:5,pathophysiology:7; history:5;
da6d9d2c-6da4-4f50-8af4-9d82228e3818,2,1.00,0.0,1.0,pathophysiology:1; pathophysiology:1; pathophysiology:1; pathophysiology:1; pathophysiology:1; physical:2; therapeutic:8,pathophysiology:5; etiology:2; therapeutic:7;
56fb0319-dbbc-42dd-adec-0ddc162b63bf,3,0.61,2.0,0.6,pathophysiology:2; history:4; physical:1; etiology:1; physical:2; epidemiology:2; pathophysiology:1; history:1; exams:2,pathophysiology:1; history:3; pathophysiology:1; etiology:4; epidemiology:1; pathophysiology:1; exams:1;
f9b081eb-2197-4f4c-a25d-0cdd6da3392d,2,0.79,2.0,0.5,pathophysiology:1; pathophysiology:1; pathophysiology:1; epidemiology:3; pathophysiology:3; history:2; exams:1,pathophysiology:2; etiology:1; epidemiology:1; pathophysiology:4; exams:2; history:1; exams:1;
1a25a7fa-16a1-4eeb-aa4d-e9fae88a4352,1,0.82,0.0,1.0,epidemiology:2; etiology:2; pathophysiology:2; history:5; pathophysiology:1; physical:1,etiology:2; history:4; pathophysiology:5;
c1db4e7b-1bf8-4d1b-bd47-69997b2a0718,6,0.78,1.0,0.9411764705882353,epidemiology:1; epidemiology:6; etiology:1; etiology:6; pathophysiology:5; history:1; physical:1; therapeutic:1; history:1; pathophysiology:2; physical:1; therapeutic:3; differential:1,etiology:5; epidemiology:5; pathophysiology:4; history:6; pathophysiology:2; therapeutic:3; differential:2;
6814f9bf-6b5c-4777-9f88-9b274a2054aa,1,0.67,0.0,1.0,pathophysiology:1; history:4; physical:1; epidemiology:1; physical:2,history:5; etiology:1; epidemiology:1; physical:2;
eb084247-cd6a-4580-84cd-359652539717,0,1.00,0.0,1.0,epidemiology:2; physical:5; history:1,etiology:2; epidemiology:1; pathophysiology:2; physical:4;
78afdbb2-8281-429c-9288-58f01946e59d,2,0.83,2.0,0.631578947368421,epidemiology:1; epidemiology:1; physical:5; pathophysiology:3; physical:5; exams:1,history:1; etiology:1; epidemiology:1; pathophysiology:1; physical:2; pathophysiology:5; physical:3;
b7993166-c211-409e-b15a-e68dcad12421,3,0.60,2.0,0.6981132075471698,physical:3; history:1; pathophysiology:4; history:3; pathophysiology:1; epidemiology:1; physical:2,pathophysiology:7; history:2; pathophysiology:1; etiology:1; epidemiology:1; history:4;
9a00b85f-caf5-4554-989b-7c82efcffaec,0,0/0,0.0,1.0,physical:3,physical:3; exams:2;
60140a75-b3d5-49f1-bdde-4e913b56a316,3,0.62,2.0,0.5384615384615384,pathophysiology:2; physical:2; epidemiology:2; pathophysiology:1; therapeutic:4; pathophysiology:2; epidemiology:2,pathophysiology:2; etiology:1; epidemiology:1; history:1; therapeutic:3; pathophysiology:2; epidemiology:1; differential:1;
3ef61b53-ca9e-4bef-9295-cdf8dd8854d1,2,0.77,3.0,0.6493506493506493,epidemiology:2; history:5; pathophysiology:1; physical:1; exams:4; therapeutic:1; differential:1; therapeutic:2; differential:1,etiology:1; epidemiology:2; history:2; pathophysiology:1; physical:2; exams:3; pathophysiology:2; therapeutic:1; differential:1; therapeutic:1; differential:2;
b8e625cd-8fbe-4bc6-a538-53bc67db9a67,5,0.62,1.0,0.8695652173913043,pathophysiology:1; pathophysiology:1; epidemiology:2; etiology:1; pathophysiology:3; history:2; physical:1; exams:2; differential:1; pathophysiology:1; therapeutic:3; pathophysiology:2; history:2,etiology:3; epidemiology:2; pathophysiology:3; history:2; physical:1; exams:1; differential:1; therapeutic:2; pathophysiology:3;
9ecfd3e5-44f5-45c3-8f2a-52d6c527ec9f,1,0.74,1.0,0.39999999999999997,pathophysiology:1; physical:3; history:4; pathophysiology:1,pathophysiology:3; physical:1; exams:1; history:1; etiology:1; epidemiology:1; pathophysiology:1;
a375354e-a1e7-4a3c-b492-5f6c36fe4d3a,2,0.84,1.0,0.8181818181818182,pathophysiology:1; pathophysiology:3; etiology:1; physical:2; history:5; pathophysiology:2,etiology:2; pathophysiology:2; differential:2; history:5; pathophysiology:1;
f8a151f2-0e5b-4ddf-92ec-ced60af0de1d,1,0.56,0.0,1.0,epidemiology:1; pathophysiology:2; history:1; physical:1; history:3,etiology:1; epidemiology:1; pathophysiology:2; history:4;
724867f6-c3dd-4c94-a564-5592b2b76059,2,0.33,0.0,1.0,epidemiology:2; physical:3; history:1; physical:1; history:2; physical:1; exams:1,etiology:2; epidemiology:2; pathophysiology:2; physical:6; history:3; exams:2;
ceb6f0da-ab6b-42eb-a3bf-5b73125db627,1,0.78,0.0,1.0,epidemiology:2; pathophysiology:1; exams:1; pathophysiology:4; therapeutic:3,etiology:2; epidemiology:2; pathophysiology:5; therapeutic:2;
1fd685fb-cd42-450d-8e78-4e7c7eae59d6,4,0.62,1.0,0.8461538461538461,pathophysiology:6; physical:1; physical:1; therapeutic:1; epidemiology:1; etiology:1; history:4; therapeutic:2; physical:2; pathophysiology:1,pathophysiology:6; etiology:1; epidemiology:1; history:4; therapeutic:1; physical:2; pathophysiology:1;
af4f58b6-461c-4be7-84f9-13927c8a310e,3,0.37,6.0,0.21764705882352944,pathophysiology:2; physical:1; physical:7; exams:1; physical:2; exams:1; therapeutic:1,history:1; pathophysiology:2; physical:2; pathophysiology:1; physical:2; pathophysiology:1; history:1; physical:1; pathophysiology:1; physical:4; exams:2; therapeutic:1;
4737aebd-c515-4676-b78b-c3c487593fdd,0,1.00,0.0,1.0,pathophysiology:1; history:4; epidemiology:2; physical:4,pathophysiology:1; history:3; etiology:2; epidemiology:2; physical:4;
886f0d48-aaff-4ace-9d5d-fbb306493f06,2,0.70,2.0,0.6060606060606061,pathophysiology:6; etiology:1; physical:1; history:1; physical:3; history:2,pathophysiology:6; etiology:1; physical:1; exams:1; history:1; physical:2; history:1;
eb93f86b-aaa5-49b3-b4ce-9a81a72a7688,4,0.81,6.0,0.6027397260273973,pathophysiology:1; pathophysiology:1; history:5; pathophysiology:3; history:3; pathophysiology:2; physical:12,pathophysiology:2; history:2; pathophysiology:3; history:2; physical:1; pathophysiology:1; physical:3; history:1; pathophysiology:1; physical:8; exams:5;
8ca0618c-d110-4673-8a08-8393d2052e3b,4,0.23,0.0,1.0,pathophysiology:1; physical:1; pathophysiology:2; physical:1; pathophysiology:1; epidemiology:1; physical:3; history:2,pathophysiology:5; etiology:1; epidemiology:1; physical:4; history:3;
41316e0a-d3d1-4187-b99d-a4dc41c64cec,1,0.50,2.0,-0.3333333333333333,pathophysiology:1; epidemiology:1; etiology:1; pathophysiology:2; physical:1; history:2,pathophysiology:1; etiology:1; epidemiology:1; pathophysiology:2; physical:1; history:1; pathophysiology:1;
6bca9099-6c11-470e-b994-0f2ea47e7aea,7,0.29,4.0,0.5764705882352942,pathophysiology:1; history:2; physical:1; pathophysiology:2; history:1; physical:5; history:1; epidemiology:2; history:1; physical:1; epidemiology:1,pathophysiology:1; history:4; pathophysiology:3; differential:2; history:1; etiology:2; epidemiology:2; history:2; epidemiology:1;
4ae778e7-ed90-4808-b329-785edc6b93d1,1,0.68,2.0,0.4418604651162791,pathophysiology:3; physical:1; history:2; pathophysiology:5; exams:1,pathophysiology:3; physical:1; pathophysiology:8; history:1; physical:2; physical:1;
7838ac87-32bf-4319-a010-13443b237233,0,1.00,0.0,1.0,epidemiology:1; history:3; physical:2,etiology:1; epidemiology:1; history:3; physical:4;
557c986d-cdac-44d6-af4d-e197aed7f862,1,0.93,2.0,0.8493150684931506,pathophysiology:6; physical:1; epidemiology:3; etiology:3; history:6; therapeutic:5; pathophysiology:1,pathophysiology:2; etiology:1; pathophysiology:4; etiology:6; history:5; therapeutic:4;
4e20b7b5-e8a9-4871-be63-6422db42d290,0,1.00,0.0,1.0,epidemiology:2; pathophysiology:1; history:3,etiology:1; epidemiology:2; pathophysiology:2; history:3;
499ec1b0-8d51-4e22-905a-b58eed06a467,1,0.72,1.0,0.793103448275862,epidemiology:3; etiology:3; history:1; physical:1; history:1; therapeutic:1,pathophysiology:1; etiology:2; epidemiology:2; history:1; physical:3; history:1; therapeutic:2;
15b3615e-7845-4c19-bfd6-42ab430b1f62,2,1.00,2.0,0.8772727272727273,epidemiology:1; epidemiology:1; epidemiology:1; epidemiology:1; pathophysiology:3; exams:3; history:3; therapeutic:11,etiology:4; epidemiology:4; pathophysiology:2; exams:2; history:3; therapeutic:7; physical:1; pathophysiology:2; history:2;
9354bf5f-1203-4f7d-9952-1f1681b1d00d,4,1.00,1.0,0.8571428571428571,pathophysiology:1; pathophysiology:1; pathophysiology:1; pathophysiology:1; etiology:1; etiology:1; etiology:1; etiology:1; etiology:1; exams:2; history:1; therapeutic:3,etiology:4; pathophysiology:2; exams:2; pathophysiology:1; history:2; therapeutic:3;
8b60b109-15db-4ba0-a458-4b8d2cd12e17,0,0/0,0.0,1.0,pathophysiology:1; therapeutic:1; epidemiology:1,pathophysiology:2; etiology:1; epidemiology:1; history:1;
94bf5569-c257-4a45-8b42-da157956eee3,2,0.75,2.0,0.7364341085271318,epidemiology:1; pathophysiology:1; epidemiology:2; etiology:2; pathophysiology:4; history:3; therapeutic:1; physical:1; exams:2,pathophysiology:2; etiology:2; epidemiology:2; pathophysiology:4; history:4; physical:1; exams:1; pathophysiology:1;
2a0b3cfa-57cf-42e9-aece-32b4e6ab08cc,2,0.90,0.0,1.0,epidemiology:6; etiology:5; pathophysiology:3; physical:1; physical:1; pathophysiology:1; history:4; therapeutic:10,etiology:5; epidemiology:4; pathophysiology:3; history:4; therapeutic:6;
3885c137-371e-421e-9ccf-b298b0ac2d94,4,0.56,4.0,0.55,pathophysiology:1; exams:1; epidemiology:3; history:4; pathophysiology:3; epidemiology:1; exams:2; history:1; therapeutic:1,pathophysiology:1; physical:1; etiology:1; epidemiology:2; history:4; pathophysiology:2; etiology:1; exams:3; physical:1; history:1; therapeutic:1;
4cbe8811-a046-4039-a000-580d019a344b,3,0.42,1.0,0.7678571428571428,pathophysiology:1; physical:1; epidemiology:1; physical:2; pathophysiology:1; exams:2; therapeutic:2; pathophysiology:2,pathophysiology:4; etiology:1; epidemiology:1; physical:3; pathophysiology:3; therapeutic:1;
f1c2d81d-d472-4c6a-b72d-8e49c494a54d,1,0.86,3.0,0.5107913669064748,pathophysiology:2; etiology:1; physical:2; history:4; epidemiology:1; history:1; therapeutic:5,history:1; pathophysiology:2; etiology:1; epidemiology:1; history:4; etiology:1; epidemiology:1; history:1; exams:1; therapeutic:4;
498da349-a516-48cb-b7c7-7d406697dadc,2,0.80,3.0,0.7,epidemiology:2; history:1; pathophysiology:1; therapeutic:7; physical:1; exams:3; history:4; therapeutic:2,etiology:1; epidemiology:1; history:2; pathophysiology:1; therapeutic:6; physical:1; exams:3; physical:1; history:3; therapeutic:2;
89d73204-a6de-438c-8fef-92f829bb1a49,0,1.00,0.0,1.0,pathophysiology:1; therapeutic:1; history:2; physical:4; epidemiology:2,pathophysiology:2; history:2; physical:4; etiology:2; epidemiology:2;
8bd2834e-c969-44da-bd66-d0bad0b90527,0,1.00,0.0,1.0,physical:2; etiology:3; history:4; exams:4; therapeutic:3,pathophysiology:2; etiology:3; epidemiology:3; history:2; exams:3; therapeutic:3;
e7a228bd-21df-4962-9d6c-3348faa7b3f4,1,0.92,3.0,0.8040201005025126,exams:1; differential:1; epidemiology:3; physical:2; history:7; therapeutic:7; pathophysiology:1; history:4,pathophysiology:2; differential:2; exams:1; etiology:3; epidemiology:3; history:4; therapeutic:4; pathophysiology:3; history:3; therapeutic:1;
9e25af26-8264-421a-81ad-5bd5c4aae8d6,4,0.79,4.0,0.6835443037974683,pathophysiology:1; pathophysiology:1; pathophysiology:1; epidemiology:2; history:4; physical:2; history:1; epidemiology:1; exams:4; history:2; therapeutic:5,pathophysiology:2; etiology:1; epidemiology:1; pathophysiology:4; history:3; physical:1; history:1; exams:2; pathophysiology:4; history:2; therapeutic:4;
b8c98ef1-58a8-4ab2-842b-7d3b7cbdff50,7,0.34,3.0,0.6415094339622641,epidemiology:1; epidemiology:1; pathophysiology:1; history:1; therapeutic:1; epidemiology:1; pathophysiology:1; differential:2; pathophysiology:4; history:1; epidemiology:1; therapeutic:2; physical:1,etiology:3; epidemiology:1; pathophysiology:2; epidemiology:1; differential:1; history:1; exams:1; pathophysiology:4; epidemiology:2; therapeutic:2; physical:1;
58a1d203-beb8-4034-b202-bfe1b3fb496d,4,0.58,6.0,0.4,epidemiology:1; pathophysiology:1; history:2; physical:2; exams:4; history:1; therapeutic:1; pathophysiology:2; history:2; therapeutic:2,etiology:1; pathophysiology:1; history:2; pathophysiology:2; exams:1; pathophysiology:3; history:2; therapeutic:1; history:2; pathophysiology:1; epidemiology:2; therapeutic:2;
2ebea7f3-3b35-498a-94a1-b7d946e9203d,5,0.77,3.0,0.7730263157894737,history:1; history:5; epidemiology:3; etiology:3; exams:5; history:1; physical:4; history:1; exams:1; history:1; therapeutic:3,history:2; etiology:3; epidemiology:3; exams:1; pathophysiology:3; exams:1; physical:6; exams:1; therapeutic:2; pathophysiology:1;
294477d3-5b8e-4cce-b562-405ab60fc9c4,1,0.88,2.0,0.8628571428571429,epidemiology:2; etiology:2; exams:1; history:4; pathophysiology:2; therapeutic:5; history:1,etiology:4; epidemiology:4; exams:2; pathophysiology:1; history:4; pathophysiology:2; therapeutic:5; history:2;
47da724f-ebb2-4e51-9e88-c2ff69d67cf6,1,0.89,1.0,0.8205128205128205,epidemiology:2; etiology:1; pathophysiology:1; history:4; physical:2; exams:3; history:2; therapeutic:4,etiology:1; pathophysiology:1; history:3; physical:2; exams:1; history:2; therapeutic:4;
