annotation id,objective test score,organization level,global score,categories ordered,self order grouped,self order score,normalized self order score,clustering free recall,category statistics,pathophysiology,epidemiology,etiology,history,physical,exams,differential,therapeutic,used categories,total annotations,ideas,computed score,cluster kmeans emb,cluster kmeans 3 emb,cluster kmeans cat,cluster kmeans 3 cat,cluster agg emb,cluster agg 3 emb,cluster agg cat,cluster agg 3 cat,cluster gmm emb,cluster gmm 3 emb,cluster gmm cat,cluster gmm 3 cat,cluster birch emb,cluster birch 3 emb,cluster birch cat,cluster birch 3 cat,year
14323bce-7c54-4d99-ab16-79195d3e593a,101,1.0,3.0,"[[6, 0, 1], [4, 28, 2], [5, 45, 2], [3, 67, 1], [1, 83, 2], [8, 118, 4], [4, 184, 1], [8, 200, 3]]",exams:0/1; history:28/4; physical:45/2; etiology:67/1; pathophysiology:83/2; therapeutic:118/10; history:184/1; therapeutic:200/3,2,0.5625,-0.3333333333333333,"{'pathophysiology': 2, 'epidemiology': 0, 'etiology': 1, 'history': 3, 'physical': 2, 'exams': 1, 'differential': 0, 'therapeutic': 7, 'used categories': 6, 'total annotations': 8, 'ideas': 8}",2,0,1,3,2,1,0,7,6,8,8,6.55,1,1,7,1,1,1,5,2,1,1,7,1,1,1,4,1,6.0
17ce0269-6c07-4ad6-a7f0-2a9a0e591db8,88,2.0,4.0,"[[1, 33, 2], [3, 112, 1], [1, 175, 2], [6, 231, 3], [7, 231, 1]]",pathophysiology:33/6; etiology:112/1; pathophysiology:175/2; exams:231/3; differential:231/1,1,0.4,-0.6666666666666664,"{'pathophysiology': 4, 'epidemiology': 0, 'etiology': 1, 'history': 0, 'physical': 0, 'exams': 3, 'differential': 1, 'therapeutic': 0, 'used categories': 4, 'total annotations': 5, 'ideas': 4}",4,0,1,0,0,3,1,0,4,5,4,6.4,0,0,0,0,2,2,0,0,0,0,0,0,2,2,3,2,6.0
1dcfbe20-a01a-43bc-871f-4221511384f4,97,3.0,7.0,"[[1, 10, 1], [6, 53, 1], [2, 112, 1], [1, 153, 2], [5, 344, 3], [1, 441, 1], [7, 453, 1], [8, 504, 6]]",pathophysiology:10/7; exams:53/1; epidemiology:112/1; pathophysiology:153/2; physical:344/3; pathophysiology:441/1; differential:453/1; therapeutic:504/6,2,0.5625,-0.6,"{'pathophysiology': 4, 'epidemiology': 1, 'etiology': 0, 'history': 0, 'physical': 3, 'exams': 1, 'differential': 1, 'therapeutic': 6, 'used categories': 6, 'total annotations': 8, 'ideas': 8}",4,1,0,0,3,1,1,6,6,8,8,8.35,1,1,7,1,2,2,5,2,0,0,7,1,2,2,7,2,6.0
1fd685fb-cd42-450d-8e78-4e7c7eae59d6,64,2.0,5.0,"[[1, 15, 3], [8, 166, 1], [3, 241, 1], [4, 324, 4], [8, 428, 1], [5, 470, 2]]",pathophysiology:15/3; therapeutic:166/3; etiology:241/1; history:324/4; therapeutic:428/1; physical:470/2,1,0.5208333333333334,-0.49999999999999983,"{'pathophysiology': 3, 'epidemiology': 0, 'etiology': 1, 'history': 4, 'physical': 2, 'exams': 0, 'differential': 0, 'therapeutic': 2, 'used categories': 5, 'total annotations': 6, 'ideas': 6}",3,0,1,4,2,0,0,2,5,6,6,5.7,1,1,2,1,1,1,2,0,1,1,1,0,1,1,4,1,3.0
26d6be02-7a0e-4b12-a6d7-fff2e1497948,49,1.0,4.0,"[[1, 0, 3], [3, 50, 2], [1, 78, 2], [3, 172, 2], [1, 218, 2], [5, 262, 2], [6, 351, 2], [7, 414, 2], [8, 471, 4]]",pathophysiology:0/11; etiology:50/6; pathophysiology:78/2; etiology:172/2; pathophysiology:218/2; physical:262/2; exams:351/2; differential:414/2; therapeutic:471/4,3,0.5,-0.42105263157894735,"{'pathophysiology': 7, 'epidemiology': 0, 'etiology': 4, 'history': 0, 'physical': 2, 'exams': 2, 'differential': 2, 'therapeutic': 4, 'used categories': 6, 'total annotations': 9, 'ideas': 9}",7,0,4,0,2,2,2,4,6,9,9,4.45,1,1,3,1,2,2,3,1,0,0,3,1,2,2,7,2,2.0
2d47bd45-7cd4-4ff9-8265-8b95a2dcbadf,85,3.0,4.0,"[[3, 37, 2], [2, 37, 2], [1, 143, 8], [4, 435, 1], [8, 515, 1], [4, 549, 1], [6, 560, 1], [1, 614, 3], [8, 698, 1]]",epidemiology:37/2; etiology:37/2; pathophysiology:143/14; history:435/3; therapeutic:515/3; history:549/1; exams:560/1; pathophysiology:614/3; therapeutic:698/1,3,0.5,-0.2857142857142858,"{'pathophysiology': 11, 'epidemiology': 2, 'etiology': 2, 'history': 2, 'physical': 0, 'exams': 1, 'differential': 0, 'therapeutic': 2, 'used categories': 6, 'total annotations': 9, 'ideas': 8}",11,2,2,2,0,1,0,2,6,9,8,6.25,2,2,3,1,2,2,3,1,2,2,3,1,2,2,8,2,6.0
2de05536-d5c7-4e4d-b356-1d133084b6cc,74,1.0,2.0,"[[6, 49, 1], [4, 103, 1], [1, 130, 1]]",exams:49/1; history:103/1; pathophysiology:130/1,0,0.375,0.0/0.0,"{'pathophysiology': 1, 'epidemiology': 0, 'etiology': 0, 'history': 1, 'physical': 0, 'exams': 1, 'differential': 0, 'therapeutic': 0, 'used categories': 3, 'total annotations': 3, 'ideas': 3}",1,0,0,1,0,1,0,0,3,3,3,4.7,0,0,0,0,1,1,0,0,1,1,0,0,1,1,2,1,4.0
2f60ded4-e6f5-40b9-a39b-294391e85964,96,3.0,9.0,"[[1, 61, 2], [3, 125, 3], [7, 259, 1], [5, 328, 2], [6, 402, 2], [5, 474, 3], [1, 558, 2], [6, 645, 1], [8, 743, 5], [2, 971, 1]]",pathophysiology:61/6; etiology:125/3; differential:259/1; physical:328/8; exams:402/4; physical:474/3; pathophysiology:558/2; exams:645/1; therapeutic:743/5; epidemiology:971/1,3,0.6124999999999999,-0.25000000000000006,"{'pathophysiology': 4, 'epidemiology': 1, 'etiology': 3, 'history': 0, 'physical': 5, 'exams': 3, 'differential': 1, 'therapeutic': 5, 'used categories': 7, 'total annotations': 10, 'ideas': 10}",4,1,3,0,5,3,1,5,7,10,10,9.3,1,1,7,1,2,2,5,2,0,0,7,1,2,2,7,2,6.0
2fff9e4c-b818-4d3d-9ffd-f0481dcde684,54,2.0,4.0,"[[1, 37, 3], [5, 95, 1], [1, 114, 11]]",pathophysiology:37/25; physical:95/1; pathophysiology:114/11,1,0.16666666666666669,-2.000000000000001,"{'pathophysiology': 14, 'epidemiology': 0, 'etiology': 0, 'history': 0, 'physical': 1, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 2, 'total annotations': 3, 'ideas': 3}",14,0,0,0,1,0,0,0,2,3,3,4.7,0,0,3,0,0,0,3,1,0,0,3,0,0,0,1,0,5.0
3096b0af-9599-4bac-b786-3589e6195a23,63,3.0,6.0,"[[1, 83, 8], [4, 363, 2], [8, 435, 1]]",pathophysiology:83/8; history:363/2; therapeutic:435/1,0,0.375,0.0/0.0,"{'pathophysiology': 8, 'epidemiology': 0, 'etiology': 0, 'history': 2, 'physical': 0, 'exams': 0, 'differential': 0, 'therapeutic': 1, 'used categories': 3, 'total annotations': 3, 'ideas': 3}",8,0,0,2,0,0,0,1,3,3,3,6.15,1,1,0,0,1,1,0,0,1,1,0,0,1,1,2,1,2.0
31f5ca0e-5fab-4c77-8177-44626e51f605,66,2.0,3.0,"[[2, 26, 1], [1, 63, 2], [5, 90, 1], [1, 160, 1], [6, 181, 1]]",epidemiology:26/1; pathophysiology:63/4; physical:90/1; pathophysiology:160/1; exams:181/1,1,0.4,-0.6666666666666664,"{'pathophysiology': 3, 'epidemiology': 1, 'etiology': 0, 'history': 0, 'physical': 1, 'exams': 1, 'differential': 0, 'therapeutic': 0, 'used categories': 4, 'total annotations': 5, 'ideas': 5}",3,1,0,0,1,1,0,0,4,5,5,4.8,2,2,0,0,2,2,0,0,0,0,0,0,2,2,5,2,4.0
377228ce-6dd3-4d13-9c45-938d4fb84874,54,3.0,6.0,"[[5, 26, 2], [4, 183, 2], [3, 316, 2], [6, 385, 1], [8, 442, 2]]",physical:26/2; history:183/2; etiology:316/2; exams:385/1; therapeutic:442/2,0,0.625,0.0/0.0,"{'pathophysiology': 0, 'epidemiology': 0, 'etiology': 2, 'history': 2, 'physical': 2, 'exams': 1, 'differential': 0, 'therapeutic': 2, 'used categories': 5, 'total annotations': 5, 'ideas': 5}",0,0,2,2,2,1,0,2,5,5,5,5.7,1,1,1,0,1,1,2,0,1,1,1,0,1,1,4,1,4.0
41316e0a-d3d1-4187-b99d-a4dc41c64cec,37,2.0,5.0,"[[3, 76, 1], [1, 141, 3], [5, 327, 1], [4, 412, 1], [1, 436, 2]]",etiology:76/1; pathophysiology:141/7; physical:327/1; history:412/1; pathophysiology:436/2,1,0.4,-0.6666666666666664,"{'pathophysiology': 5, 'epidemiology': 0, 'etiology': 1, 'history': 1, 'physical': 1, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 4, 'total annotations': 5, 'ideas': 5}",5,0,1,1,1,0,0,0,4,5,5,4.35,0,0,0,0,1,1,0,0,1,1,0,0,1,1,2,1,3.0
42482cf2-eefd-438e-8790-9641c96ce6fe,52,1.0,1.0,"[[3, 30, 1], [1, 89, 1], [5, 126, 1]]",etiology:30/1; pathophysiology:89/1; physical:126/1,0,0.375,0.0/0.0,"{'pathophysiology': 1, 'epidemiology': 0, 'etiology': 1, 'history': 0, 'physical': 1, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 3, 'total annotations': 3, 'ideas': 3}",1,0,1,0,1,0,0,0,3,3,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0
467a0d20-9fc4-4c99-9501-408ebeda76d4,62,2.0,6.0,"[[1, 2, 1], [4, 52, 1], [2, 88, 1], [1, 134, 2], [3, 208, 2], [2, 208, 3], [4, 278, 1], [5, 319, 2], [4, 433, 6], [6, 522, 2]]",pathophysiology:2/5; history:52/15; epidemiology:88/7; pathophysiology:134/2; epidemiology:208/3; etiology:208/2; history:278/1; physical:319/2; history:433/6; exams:522/2,4,0.44999999999999996,-0.3333333333333333,"{'pathophysiology': 3, 'epidemiology': 4, 'etiology': 2, 'history': 8, 'physical': 2, 'exams': 2, 'differential': 0, 'therapeutic': 0, 'used categories': 6, 'total annotations': 10, 'ideas': 9}",3,4,2,8,2,2,0,0,6,10,9,6.1,2,2,2,1,2,2,2,0,2,2,2,1,2,2,8,2,4.0
498da349-a516-48cb-b7c7-7d406697dadc,78,2.0,6.0,"[[3, 27, 1], [7, 73, 1], [4, 91, 1], [8, 155, 6], [6, 353, 2], [5, 430, 4], [8, 548, 2]]",etiology:27/1; differential:73/1; history:91/1; therapeutic:155/10; exams:353/2; physical:430/4; therapeutic:548/2,1,0.6428571428571429,-0.4000000000000002,"{'pathophysiology': 0, 'epidemiology': 0, 'etiology': 1, 'history': 1, 'physical': 4, 'exams': 2, 'differential': 1, 'therapeutic': 8, 'used categories': 6, 'total annotations': 7, 'ideas': 7}",0,0,1,1,4,2,1,8,6,7,7,6.9,1,1,7,1,2,2,5,2,1,1,7,1,2,2,7,2,4.0
4a922ef2-faa8-475b-aca4-c6a0d5fbdd4a,72,2.0,6.0,"[[2, 25, 2], [6, 112, 1], [4, 165, 1], [5, 175, 3], [1, 241, 1], [5, 292, 3], [4, 377, 1], [6, 406, 2], [5, 455, 2], [4, 525, 1], [6, 548, 2], [4, 631, 1], [5, 644, 1], [4, 666, 1], [5, 684, 1]]",epidemiology:25/2; exams:112/5; history:165/9; physical:175/15; pathophysiology:241/1; physical:292/3; history:377/1; exams:406/2; physical:455/2; history:525/1; exams:548/2; history:631/1; physical:644/1; history:666/1; physical:684/1,8,0.2916666666666667,-0.44230769230769224,"{'pathophysiology': 1, 'epidemiology': 2, 'etiology': 0, 'history': 5, 'physical': 10, 'exams': 5, 'differential': 0, 'therapeutic': 0, 'used categories': 5, 'total annotations': 15, 'ideas': 15}",1,2,0,5,10,5,0,0,5,15,15,6.6,2,2,5,1,2,2,6,2,2,2,5,2,2,2,6,2,5.0
4c9cfb0e-2558-4713-961b-d30dc6df6212,94,3.0,6.0,"[[1, 17, 4], [3, 161, 1], [2, 205, 1], [3, 242, 2], [2, 296, 2], [1, 357, 1], [4, 430, 3], [8, 540, 2]]",pathophysiology:17/6; etiology:161/5; epidemiology:205/5; etiology:242/2; epidemiology:296/2; pathophysiology:357/1; history:430/3; therapeutic:540/2,3,0.390625,-0.3333333333333333,"{'pathophysiology': 5, 'epidemiology': 3, 'etiology': 3, 'history': 3, 'physical': 0, 'exams': 0, 'differential': 0, 'therapeutic': 2, 'used categories': 5, 'total annotations': 8, 'ideas': 8}",5,3,3,3,0,0,0,2,5,8,8,7.7,2,2,2,1,2,2,3,1,2,2,2,1,2,2,8,2,6.0
5aec542f-5492-4c2e-ba5e-76b6d21e33fe,77,4.0,9.0,"[[1, 31, 1], [3, 68, 1], [1, 133, 4], [5, 282, 4], [6, 407, 1], [4, 454, 1], [2, 568, 1], [6, 587, 1], [8, 625, 1], [4, 695, 4], [8, 862, 7], [6, 1073, 1], [8, 1115, 3], [6, 1307, 1], [8, 1350, 1], [1, 1405, 1], [8, 1462, 2], [4, 1539, 1]]",pathophysiology:31/11; etiology:68/1; pathophysiology:133/4; physical:282/4; exams:407/7; history:454/11; epidemiology:568/1; exams:587/1; therapeutic:625/17; history:695/4; therapeutic:862/7; exams:1073/1; therapeutic:1115/3; exams:1307/1; therapeutic:1350/1; pathophysiology:1405/1; therapeutic:1462/2; history:1539/1,9,0.4375,-0.28571428571428575,"{'pathophysiology': 6, 'epidemiology': 1, 'etiology': 1, 'history': 6, 'physical': 4, 'exams': 4, 'differential': 0, 'therapeutic': 14, 'used categories': 7, 'total annotations': 18, 'ideas': 18}",6,1,1,6,4,4,0,14,7,18,18,8.35,1,1,8,2,2,2,8,2,2,2,8,2,2,2,7,2,5.0
5b094001-b722-4632-a880-6706f4aec4e0,69,3.0,4.0,"[[2, 18, 3], [4, 69, 3], [5, 133, 1], [6, 182, 2], [8, 233, 3]]",epidemiology:18/3; history:69/3; physical:133/1; exams:182/2; therapeutic:233/3,0,0.625,0.0/0.0,"{'pathophysiology': 0, 'epidemiology': 3, 'etiology': 0, 'history': 3, 'physical': 1, 'exams': 2, 'differential': 0, 'therapeutic': 3, 'used categories': 5, 'total annotations': 5, 'ideas': 5}",0,3,0,3,1,2,0,3,5,5,5,5.45,2,2,2,1,2,2,2,0,1,1,2,1,2,2,6,2,4.0
5b687e09-128b-4b3a-a3a8-9176efffab4e,71,2.0,5.0,"[[1, 59, 2], [3, 176, 2], [8, 276, 2], [1, 322, 1], [4, 372, 1], [1, 425, 4], [5, 556, 1], [6, 582, 1]]",pathophysiology:59/12; etiology:176/2; therapeutic:276/2; pathophysiology:322/1; history:372/1; pathophysiology:425/4; physical:556/1; exams:582/1,2,0.5625,-0.6,"{'pathophysiology': 7, 'epidemiology': 0, 'etiology': 2, 'history': 1, 'physical': 1, 'exams': 1, 'differential': 0, 'therapeutic': 2, 'used categories': 6, 'total annotations': 8, 'ideas': 8}",7,0,2,1,1,1,0,2,6,8,8,6.05,1,1,3,1,1,1,3,1,1,1,3,1,1,1,4,1,4.0
5fcae54f-e47a-4171-8cf0-a963a8f393cc,47,2.0,1.0,"[[1, 0, 2]]",pathophysiology:0/2,0,0.125,,"{'pathophysiology': 2, 'epidemiology': 0, 'etiology': 0, 'history': 0, 'physical': 0, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 1, 'total annotations': 1, 'ideas': 1}",2,0,0,0,0,0,0,0,1,1,1,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
61d9af8b-1d37-44da-aeb0-a94514cc482d,93,3.0,7.0,"[[1, 11, 1], [6, 74, 1], [2, 154, 1], [4, 199, 1], [5, 248, 2], [3, 314, 1], [2, 337, 1], [1, 371, 2], [8, 497, 5], [4, 634, 1], [6, 676, 1], [8, 743, 2], [6, 918, 3], [5, 984, 1], [1, 1015, 1]]",pathophysiology:11/7; exams:74/9; epidemiology:154/3; history:199/3; physical:248/4; etiology:314/1; epidemiology:337/1; pathophysiology:371/2; therapeutic:497/9; history:634/1; exams:676/1; therapeutic:743/2; exams:918/3; physical:984/1; pathophysiology:1015/1,8,0.4083333333333333,-0.20000000000000004,"{'pathophysiology': 4, 'epidemiology': 2, 'etiology': 1, 'history': 2, 'physical': 3, 'exams': 5, 'differential': 0, 'therapeutic': 7, 'used categories': 7, 'total annotations': 15, 'ideas': 15}",4,2,1,2,3,5,0,7,7,15,15,8.15,2,2,6,2,2,2,6,2,2,2,6,2,2,2,7,2,6.0
62b34dd7-788a-41d6-bdcf-7e6397c4eaa2,71,2.0,3.0,"[[1, 30, 1], [3, 75, 2], [4, 129, 1], [5, 129, 4], [4, 193, 1]]",pathophysiology:30/1; etiology:75/2; history:129/2; physical:129/4,0,0.5,1.0,"{'pathophysiology': 1, 'epidemiology': 0, 'etiology': 2, 'history': 2, 'physical': 4, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 4, 'total annotations': 5, 'ideas': 4}",1,0,2,2,4,0,0,0,4,5,4,5.05,0,0,1,0,1,1,2,0,1,1,1,0,1,1,2,1,4.0
63e4a883-8274-4675-915f-898a8cbc050e,60,2.0,4.0,"[[1, 20, 3], [5, 173, 1], [1, 260, 2]]",pathophysiology:20/7; physical:173/1; pathophysiology:260/2,1,0.16666666666666669,-2.000000000000001,"{'pathophysiology': 5, 'epidemiology': 0, 'etiology': 0, 'history': 0, 'physical': 1, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 2, 'total annotations': 3, 'ideas': 3}",5,0,0,0,1,0,0,0,2,3,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0
6842aaff-c74f-4119-9941-923307865068,58,2.0,5.0,"[[2, 45, 1], [4, 81, 1], [5, 121, 1], [4, 149, 1], [1, 184, 1], [2, 237, 1], [7, 290, 1], [6, 327, 1], [5, 349, 5], [1, 515, 1]]",epidemiology:45/3; history:81/3; physical:121/11; history:149/1; pathophysiology:184/3; epidemiology:237/1; differential:290/1; exams:327/1; physical:349/5; pathophysiology:515/1,4,0.44999999999999996,-0.25,"{'pathophysiology': 2, 'epidemiology': 2, 'etiology': 0, 'history': 2, 'physical': 6, 'exams': 1, 'differential': 1, 'therapeutic': 0, 'used categories': 6, 'total annotations': 10, 'ideas': 10}",2,2,0,2,6,1,1,0,6,10,10,5.4,2,2,1,1,2,2,5,2,2,2,1,1,2,2,6,2,3.0
6ba9f943-2cc3-4b47-9e65-ffaa53d68b91,55,2.0,4.0,"[[1, 44, 2], [3, 97, 1], [4, 149, 1], [3, 190, 1], [2, 190, 2], [8, 258, 2], [1, 309, 3]]",pathophysiology:44/8; etiology:97/3; history:149/1; epidemiology:190/2; etiology:190/1; therapeutic:258/2; pathophysiology:309/3,2,0.44642857142857145,-0.39999999999999997,"{'pathophysiology': 5, 'epidemiology': 2, 'etiology': 2, 'history': 1, 'physical': 0, 'exams': 0, 'differential': 0, 'therapeutic': 2, 'used categories': 5, 'total annotations': 7, 'ideas': 6}",5,2,2,1,0,0,0,2,5,7,6,4.75,2,2,2,1,2,2,3,1,2,2,2,1,2,2,8,2,2.0
